iter	Logloss
0	0.4607316749
1	0.3397968418
2	0.2606973226
3	0.2095063111
4	0.1621188021
5	0.1276814955
6	0.1013311466
7	0.08505235698
8	0.06978039145
9	0.06254476231
10	0.05604290351
11	0.04875635003
12	0.04508137308
13	0.0397707994
14	0.03589304913
15	0.03378432138
16	0.03244259074
17	0.02984958311
18	0.02818397125
19	0.02510645476
20	0.02448053737
21	0.02261939889
22	0.0210979664
23	0.02059077321
24	0.01907851585
25	0.01864979119
26	0.01798547395
27	0.01756113039
28	0.01686416323
29	0.01624884058
30	0.01571942377
31	0.01549889792
32	0.01509579811
33	0.01474247185
34	0.01396651597
35	0.01374510322
36	0.01353934427
37	0.01310463013
38	0.01263894432
39	0.0124569253
40	0.01208744617
41	0.0118180323
42	0.0115436793
43	0.01126658438
44	0.01100648488
45	0.01088598005
46	0.0106138816
47	0.0104867833
48	0.01004877202
49	0.009606664088
50	0.009247676653
51	0.008949767667
52	0.008853737081
53	0.008690477276
54	0.008363949017
55	0.008182277368
56	0.008051217427
57	0.007859411188
58	0.007655679851
59	0.007523154541
60	0.007343962753
61	0.007259680453
62	0.0071253195
63	0.007056370853
64	0.006774972705
65	0.006591995906
66	0.006476221038
67	0.006320079395
68	0.006280432156
69	0.006153252545
70	0.006009510763
71	0.005868427398
72	0.005773250639
73	0.005730299921
74	0.005574345139
75	0.005531886442
76	0.005515186007
77	0.005424485697
78	0.005378287102
79	0.005339720123
80	0.005303915455
81	0.005243776789
82	0.005183288716
83	0.005158365986
84	0.005085393843
85	0.004902114778
86	0.004844131984
87	0.004735260033
88	0.004708091054
89	0.004675598239
90	0.004511818695
91	0.004429776433
92	0.004386326863
93	0.004313529859
94	0.00429346583
95	0.00422158966
96	0.004181944289
97	0.00415806579
98	0.004076011973
99	0.004003784653
100	0.003942793214
101	0.00392859258
102	0.003911398471
103	0.003850997297
104	0.003822594889
105	0.003789436389
106	0.003776035417
107	0.003679694435
108	0.003603527937
109	0.003589179723
110	0.003573955309
111	0.003549842778
112	0.00353713006
113	0.003485773505
114	0.003450227024
115	0.003415193215
116	0.003365782653
117	0.003349869829
118	0.003338440202
119	0.003295577519
120	0.00328001692
121	0.003256381356
122	0.003203384102
123	0.003159312195
124	0.003129275949
125	0.003105944066
126	0.003070523987
127	0.003022787037
128	0.003012199929
129	0.002985530855
130	0.002956947657
131	0.002928232444
132	0.002899098131
133	0.002863745673
134	0.002822259933
135	0.002812167926
136	0.002762228046
137	0.00274610014
138	0.002705746162
139	0.0026820358
140	0.0026674502
141	0.00263960061
142	0.002629926636
143	0.002607563675
144	0.002579431181
145	0.002569276753
146	0.002544354552
147	0.002544354552
148	0.002526404155
149	0.002507371506
150	0.002496835325
151	0.00249681832
152	0.002496814295
153	0.002481225109
154	0.002481205748
155	0.002455304168
156	0.002455275767
157	0.002455268054
158	0.002434521702
159	0.002424091362
160	0.002424082763
161	0.002424052701
162	0.002406656137
163	0.002406643514
164	0.002406621376
165	0.002397770939
166	0.002397723047
167	0.002382594399
168	0.002382570154
169	0.002367217439
170	0.002351629571
171	0.002351604161
172	0.002321699467
173	0.002321699467
174	0.00232169145
175	0.00232167826
176	0.002307074952
177	0.002300182346
178	0.002300176091
179	0.00230016515
180	0.002300157797
181	0.002285337472
182	0.002285315928
183	0.002275884466
184	0.002258096612
185	0.002248494908
186	0.002248479558
187	0.002248454285
188	0.002223340733
189	0.002223337214
190	0.002215699302
191	0.002215692254
192	0.002215688433
193	0.00221564946
194	0.002215644492
195	0.002215636974
196	0.002215633136
197	0.002215629295
198	0.002215619563
199	0.002215619563
200	0.002215619563
201	0.00221560414
202	0.002215599174
203	0.00221559575
204	0.002215586022
205	0.002215570413
206	0.002215568705
207	0.002215553021
208	0.002215538753
209	0.002215531636
210	0.002215517852
211	0.002215516091
212	0.00221550891
213	0.002215505263
214	0.002215490929
215	0.002215483848
216	0.002215482142
217	0.00221548039
218	0.002215464688
219	0.002215457546
220	0.002215454152
221	0.002215447089
222	0.002215432947
223	0.002215431203
224	0.002215429409
225	0.002215415452
226	0.002215413708
227	0.002215410161
228	0.002215408411
229	0.002215394348
230	0.002215392605
231	0.002215390852
232	0.002215387335
233	0.002215385581
234	0.00221538383
235	0.00221538028
236	0.002215378531
237	0.002215364522
238	0.002215362773
239	0.00221535582
240	0.002215352353
241	0.002215338427
242	0.002215338427
243	0.002215338427
244	0.002215334957
245	0.002215333219
246	0.002215326287
247	0.002215324541
248	0.002215322795
249	0.002215302951
250	0.002215302951
251	0.002215301203
252	0.002215297734
253	0.002215296001
254	0.00221528216
255	0.00221526833
256	0.0022152545
257	0.00221523467
258	0.002215231189
259	0.00221522429
260	0.002215217394
261	0.002215197979
262	0.002215184083
263	0.002215177198
264	0.002215170308
265	0.002204935271
266	0.002204935271
267	0.002204928568
268	0.002204921868
269	0.002204908461
270	0.00220490177
271	0.002204895082
272	0.002204888394
273	0.002204881714
274	0.002204875035
275	0.002204868361
276	0.002204861691
277	0.002204855022
278	0.002204851688
279	0.002204848356
280	0.002204845025
281	0.002204841694
282	0.002204838365
283	0.002204835035
284	0.002204831708
285	0.00220482505
286	0.002204811748
287	0.002204798459
288	0.002204785185
289	0.002204771924
290	0.002204758672
291	0.002204738697
292	0.002204735386
293	0.002204732077
294	0.002204728768
295	0.002204725461
296	0.002204722154
297	0.002204718849
298	0.002204715544
299	0.002204695581
300	0.002204692276
301	0.002204688972
302	0.00220468567
303	0.002204682368
304	0.002204662417
305	0.002204642478
306	0.002204639177
307	0.002204635877
308	0.002204632578
309	0.002204629279
310	0.002204625981
311	0.002204622685
312	0.002204619389
313	0.002204616093
314	0.002204612799
315	0.002204609505
316	0.002204599542
317	0.002204596248
318	0.002204592956
319	0.002204589665
320	0.002204586374
321	0.002204583085
322	0.002204576507
323	0.002204574864
324	0.00220457322
325	0.002204571577
326	0.002204565005
327	0.002204563362
328	0.002204556794
329	0.002204543665
330	0.002204537106
331	0.002204523996
332	0.002204510898
333	0.002204497813
334	0.00220448474
335	0.002204478208
336	0.00220447168
337	0.002204465155
338	0.002204458633
339	0.002204452114
340	0.002204445597
341	0.002204439084
342	0.002204432575
343	0.002204426068
344	0.002204419564
345	0.002204413063
346	0.002204406565
347	0.002204404941
348	0.002204403318
349	0.002204401694
350	0.002204400071
351	0.002204398448
352	0.002204396825
353	0.002204395202
354	0.00220439358
355	0.002204391957
356	0.002204390335
357	0.002204388713
358	0.002204375742
359	0.002204362783
360	0.002204361164
361	0.002204359546
362	0.002204357927
363	0.002204347971
364	0.002204346353
365	0.002204344735
366	0.002204343117
367	0.002204330179
368	0.002204317253
369	0.00220430434
370	0.002204302727
371	0.002204301114
372	0.002204299501
373	0.002204297889
